delivery_partner,package_type,delivery_mode,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,vehicle_type_bike,vehicle_type_ev bike,vehicle_type_ev van,vehicle_type_scooter,vehicle_type_truck,vehicle_type_van,region_central,region_east,region_north,region_south,region_west,weather_condition_clear,weather_condition_cold,weather_condition_foggy,weather_condition_hot,weather_condition_rainy,weather_condition_stormy,time_diff,speed,cost_per_km
0,3,1,90.0,33.7,1.1111111111111112e-12,2.2222222222222224e-12,0,1,3,651.1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,-1.1111111111111112e-12,81000000000000.0,7.234444444444445
6,2,0,64.0,6.03,1.9444444444444445e-12,8.333333333333333e-13,1,2,2,388.09,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1.1111111111111112e-12,32914285714285.715,6.06390625
6,0,3,185.9,19.1,1.6666666666666666e-12,4.444444444444445e-12,0,1,4,986.8,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,-2.777777777777778e-12,111540000000000.02,5.308230231307154
3,4,3,217.9,14.08,2.5e-12,4.444444444444445e-12,0,1,4,1131.74,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,-1.944444444444445e-12,87160000000000.0,5.193850390087196
1,0,1,214.1,40.85,1.6666666666666666e-12,2.2222222222222224e-12,0,1,5,1293.05,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,-5.555555555555558e-13,128460000000000.0,6.039467538533396
4,1,2,251.7,34.9,2.2222222222222224e-12,6.666666666666666e-12,0,1,4,1363.2,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,-4.444444444444444e-12,113264999999999.98,5.415971394517283
0,6,2,214.9,5.67,1.9444444444444445e-12,6.666666666666666e-12,0,1,5,1091.51,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,-4.722222222222222e-12,110520000000000.0,5.079153094462541
7,3,3,115.4,0.67,1.6666666666666666e-12,4.444444444444445e-12,0,1,4,578.59,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-2.777777777777778e-12,69240000000000.01,5.013778162911612
3,1,0,293.8,41.03,2.5e-12,1.9444444444444445e-12,1,0,3,1632.7206,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,5.555555555555554e-13,117520000000000.02,5.557251872021784
0,2,2,286.8,46.67,2.2222222222222224e-12,6.666666666666666e-12,0,1,3,1574.01,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,-4.444444444444444e-12,129060000000000.0,5.488179916317991
6,6,0,136.1,48.1,8.333333333333333e-13,1.1111111111111112e-12,0,1,5,874.8,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,-2.777777777777779e-13,163320000000000.0,6.427626745040412
3,6,3,291.4,6.12,3.6111111111111114e-12,4.444444444444445e-12,0,1,5,1475.36,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-8.333333333333333e-13,80695384615384.61,5.063006177076184
6,6,2,295.0,19.68,2.5e-12,6.666666666666666e-12,0,1,5,1534.04,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-4.166666666666667e-12,118000000000000.0,5.200135593220339
5,2,1,223.3,6.29,2.7777777777777777e-12,2.2222222222222224e-12,1,2,1,1235.37,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,5.555555555555554e-13,80388000000000.0,5.532333184057321
2,0,0,242.5,46.73,2.7777777777777777e-12,1.6666666666666666e-12,1,2,1,1402.69,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1.1111111111111112e-12,87300000000000.0,5.784288659793814
6,6,3,35.1,22.72,2.2222222222222224e-12,4.444444444444445e-12,0,1,5,243.66,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-2.2222222222222224e-12,15795000000000.0,6.941880341880341
0,1,0,81.8,45.51,1.3888888888888889e-12,8.333333333333333e-13,1,0,2,595.53,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,5.555555555555556e-13,58896000000000.0,7.280317848410758
2,3,1,37.6,22.81,8.333333333333333e-13,2.2222222222222224e-12,0,1,4,356.43,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-1.388888888888889e-12,45120000000000.01,9.479521276595744
0,6,0,46.8,4.72,1.3888888888888889e-12,5.555555555555556e-13,1,0,2,298.16,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,8.333333333333333e-13,33696000000000.0,6.370940170940172
0,4,1,233.4,18.0,1.3888888888888889e-12,2.2222222222222224e-12,0,1,5,1321.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,-8.333333333333335e-13,168048000000000.0,5.65981148243359
5,3,2,62.2,48.58,1.9444444444444445e-12,6.666666666666666e-12,0,1,3,456.74,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-4.722222222222222e-12,31988571428571.43,7.343086816720257
7,1,2,114.0,43.85,1.6666666666666666e-12,6.666666666666666e-12,0,1,4,701.55,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,-5e-12,68400000000000.01,6.153947368421052
1,0,1,131.5,25.79,1.6666666666666666e-12,2.2222222222222224e-12,0,1,5,834.87,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,-5.555555555555558e-13,78900000000000.0,6.348821292775665
8,7,0,21.4,16.58,8.333333333333333e-13,5.555555555555556e-13,1,0,3,206.74,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.777777777777777e-13,25680000000000.0,9.660747663551403
8,5,2,258.5,8.37,1.9444444444444445e-12,6.666666666666666e-12,0,1,5,1317.61,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,-4.722222222222222e-12,132942857142857.14,5.097137330754352
3,6,3,253.9,7.07,2.5e-12,4.444444444444445e-12,0,1,3,1290.71,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,-1.944444444444445e-12,101560000000000.02,5.083536825521859
2,6,1,6.7,7.96,1.6666666666666666e-12,2.2222222222222224e-12,0,1,4,157.38,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-5.555555555555558e-13,4020000000000.0005,23.48955223880597
4,0,2,178.1,26.7,1.3888888888888889e-12,6.666666666666666e-12,0,1,4,970.6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-5.2777777777777776e-12,128232000000000.0,5.449747332959012
6,2,2,180.0,35.04,1.1111111111111112e-12,6.666666666666666e-12,0,1,3,1005.12,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,-5.555555555555555e-12,162000000000000.0,5.584
4,3,3,187.9,14.96,3.0555555555555552e-12,4.444444444444445e-12,0,1,4,984.38,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,-1.3888888888888895e-12,61494545454545.46,5.238850452368281
8,3,0,78.3,49.22,1.1111111111111112e-12,8.333333333333333e-13,1,2,1,589.16,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2.777777777777779e-13,70470000000000.0,7.524393358876117
0,8,0,51.6,23.45,5.555555555555556e-13,8.333333333333333e-13,0,1,4,378.35,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-2.777777777777777e-13,92880000000000.0,7.332364341085271
8,4,1,26.9,29.86,1.3888888888888889e-12,2.2222222222222224e-12,0,1,5,324.08,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-8.333333333333335e-13,19368000000000.0,12.047583643122676
1,1,0,216.7,26.89,1.9444444444444445e-12,1.6666666666666666e-12,1,0,2,1214.17,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,2.777777777777779e-13,111445714285714.28,5.602999538532534
3,4,2,148.2,38.6,1.3888888888888889e-12,6.666666666666666e-12,0,1,4,856.8,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,-5.2777777777777776e-12,106704000000000.0,5.781376518218623
6,2,1,184.2,46.79,1.3888888888888889e-12,2.2222222222222224e-12,0,1,4,1161.37,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,-8.333333333333335e-13,132624000000000.0,6.304940282301845
6,7,1,167.7,42.4,1.9444444444444445e-12,2.2222222222222224e-12,0,1,5,1065.7,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,-2.777777777777779e-13,86245714285714.28,6.354800238521169
2,4,2,197.7,25.84,2.5e-12,6.666666666666666e-12,0,1,5,1066.02,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-4.166666666666667e-12,79080000000000.0,5.3921092564491655
6,2,2,211.9,46.94,1.9444444444444445e-12,6.666666666666666e-12,0,1,5,1200.32,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,-4.722222222222222e-12,108977142857142.86,5.664558754129306
1,8,1,64.3,21.05,1.6666666666666666e-12,2.2222222222222224e-12,0,1,5,484.65,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,-5.555555555555558e-13,38580000000000.0,7.537325038880248
8,2,3,206.7,3.87,8.333333333333333e-13,4.444444444444445e-12,0,1,4,1045.11,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-3.6111111111111114e-12,248040000000000.0,5.056168359941944
8,1,3,83.5,6.81,8.333333333333333e-13,4.444444444444445e-12,0,1,5,437.93,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-3.6111111111111114e-12,100200000000000.0,5.244670658682635
4,5,1,9.3,47.62,8.333333333333333e-13,2.2222222222222224e-12,0,1,5,289.36,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,-1.388888888888889e-12,11160000000000.002,31.113978494623655
8,1,2,245.9,47.01,3.333333333333333e-12,6.666666666666666e-12,0,1,3,1370.53,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-3.333333333333333e-12,73770000000000.0,5.57352582350549
3,8,0,225.7,45.7,2.2222222222222224e-12,1.6666666666666666e-12,1,0,2,1315.6,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,5.555555555555558e-13,101564999999999.98,5.828976517501108
4,8,0,226.0,37.62,1.9444444444444445e-12,1.6666666666666666e-12,1,0,2,1292.86,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2.777777777777779e-13,116228571428571.42,5.720619469026548
3,1,3,113.3,34.03,1.1111111111111112e-12,4.444444444444445e-12,0,1,5,668.59,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-3.3333333333333335e-12,101969999999999.98,5.901059135039718
5,7,2,232.3,41.91,3.333333333333333e-12,6.666666666666666e-12,0,1,4,1287.23,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-3.333333333333333e-12,69690000000000.01,5.541239776151528
4,4,0,87.7,22.38,1.1111111111111112e-12,8.333333333333333e-13,1,2,2,555.64,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,2.777777777777779e-13,78930000000000.0,6.3356898517673885
3,6,1,90.1,27.46,1.6666666666666666e-12,2.2222222222222224e-12,0,1,4,632.88,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,-5.555555555555558e-13,54060000000000.0,7.024195338512764
2,2,0,110.4,44.94,1.6666666666666666e-12,1.1111111111111112e-12,1,0,2,736.82,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,5.555555555555554e-13,66240000000000.01,6.674094202898551
6,3,1,217.3,3.03,1.6666666666666666e-12,2.2222222222222224e-12,0,1,5,1195.59,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-5.555555555555558e-13,130380000000000.02,5.502024850437183
0,6,2,75.2,28.25,1.6666666666666666e-12,6.666666666666666e-12,0,1,3,460.75,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,-5e-12,45120000000000.01,6.126994680851063
1,0,3,23.2,19.18,5.555555555555556e-13,4.444444444444445e-12,0,1,5,173.54,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,-3.888888888888889e-12,41760000000000.0,7.480172413793103
6,3,0,78.5,27.87,2.2222222222222224e-12,8.333333333333333e-13,1,0,3,526.11,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.388888888888889e-12,35325000000000.0,6.70203821656051
1,3,0,138.3,47.87,2.2222222222222224e-12,1.1111111111111112e-12,1,0,3,885.11,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1.1111111111111112e-12,62235000000000.0,6.399927693420101
8,1,3,96.4,39.33,8.333333333333333e-13,4.444444444444445e-12,0,1,4,599.99,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,-3.6111111111111114e-12,115680000000000.02,6.223962655601659
6,6,2,216.2,23.93,3.0555555555555552e-12,6.666666666666666e-12,0,1,4,1152.79,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,-3.611111111111111e-12,70756363636363.64,5.332053654024052
5,1,0,24.1,34.1,1.9444444444444445e-12,5.555555555555556e-13,1,0,3,272.8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1.3888888888888889e-12,12394285714285.715,11.319502074688797
5,5,2,197.1,28.23,3.6111111111111114e-12,6.666666666666666e-12,0,1,4,1070.19,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,-3.055555555555555e-12,54581538461538.45,5.429680365296804
7,3,1,94.8,10.02,5.555555555555556e-13,2.2222222222222224e-12,0,1,4,604.06,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,-1.6666666666666668e-12,170640000000000.0,6.371940928270042
8,8,0,56.0,22.91,8.333333333333333e-13,8.333333333333333e-13,1,0,2,398.73,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.0,67200000000000.01,7.120178571428572
4,1,1,70.7,5.72,2.2222222222222224e-12,2.2222222222222224e-12,1,0,3,470.66,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,31815000000000.0,6.6571428571428575
3,3,1,60.4,22.93,1.6666666666666666e-12,2.2222222222222224e-12,0,1,5,470.79,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-5.555555555555558e-13,36240000000000.0,7.79453642384106
1,1,1,258.4,22.08,2.5e-12,2.2222222222222224e-12,1,2,2,1458.24,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2.777777777777775e-13,103360000000000.0,5.643343653250774
0,6,3,89.3,34.98,1.1111111111111112e-12,4.444444444444445e-12,0,1,4,551.44,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,-3.3333333333333335e-12,80370000000000.0,6.1751399776035845
7,4,3,244.0,13.62,1.9444444444444445e-12,4.444444444444445e-12,0,1,4,1260.86,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,-2.5000000000000003e-12,125485714285714.28,5.167459016393442
8,4,2,87.8,19.77,2.2222222222222224e-12,6.666666666666666e-12,0,1,4,498.31,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,-4.444444444444444e-12,39510000000000.0,5.675512528473805
2,6,1,3.6,20.7,8.333333333333333e-13,2.2222222222222224e-12,0,1,4,172.6,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,-1.388888888888889e-12,4320000000000.0005,47.94444444444444
5,6,3,3.6,8.75,0.0,4.444444444444445e-12,0,1,3,95.6674,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,-4.444444444444445e-12,inf,26.574277777777777
8,3,2,111.0,36.68,2.5e-12,6.666666666666666e-12,0,1,4,665.04,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,-4.166666666666667e-12,44400000000000.0,5.991351351351351
0,7,0,256.4,33.53,3.0555555555555552e-12,1.9444444444444445e-12,1,0,3,1432.59,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.1111111111111108e-12,83912727272727.28,5.587324492979719
3,7,1,177.9,20.16,1.9444444444444445e-12,2.2222222222222224e-12,0,1,5,1049.98,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-2.777777777777779e-13,91491428571428.58,5.902079820123665
0,2,3,204.2,8.09,2.5e-12,4.444444444444445e-12,0,1,4,1045.27,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-1.944444444444445e-12,81680000000000.0,5.118854064642507
0,6,2,125.0,39.41,1.1111111111111112e-12,6.666666666666666e-12,0,1,5,743.23,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-5.555555555555555e-12,112500000000000.0,5.9458400000000005
3,5,3,83.3,34.71,1.1111111111111112e-12,4.444444444444445e-12,0,1,4,520.63,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-3.3333333333333335e-12,74970000000000.0,6.250060024009604
4,1,2,193.2,33.28,1.9444444444444445e-12,6.666666666666666e-12,0,1,4,1065.84,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,-4.722222222222222e-12,99360000000000.0,5.516770186335403
5,1,3,174.3,47.29,2.7777777777777777e-12,4.444444444444445e-12,0,1,5,1013.37,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,-1.666666666666667e-12,62748000000000.01,5.81394148020654
5,7,1,11.4,40.22,2.777777777777778e-13,2.2222222222222224e-12,0,1,5,277.66,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-1.9444444444444445e-12,41040000000000.0,24.356140350877194
8,4,0,166.4,44.96,1.6666666666666666e-12,1.3888888888888889e-12,1,0,2,1016.88,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,2.777777777777777e-13,99840000000000.02,6.111057692307692
7,2,2,189.6,38.07,3.0555555555555552e-12,6.666666666666666e-12,0,1,5,1062.21,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,-3.611111111111111e-12,62050909090909.09,5.60237341772152
1,7,0,111.2,37.33,1.6666666666666666e-12,1.1111111111111112e-12,1,0,2,717.99,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,5.555555555555554e-13,66720000000000.01,6.456744604316547
0,7,1,103.2,37.97,1.1111111111111112e-12,2.2222222222222224e-12,0,1,5,729.91,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-1.1111111111111112e-12,92880000000000.0,7.0727713178294564
1,6,2,236.4,47.28,2.5e-12,6.666666666666666e-12,0,1,4,1323.84,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,-4.166666666666667e-12,94560000000000.02,5.6
0,4,1,111.9,26.34,1.3888888888888889e-12,2.2222222222222224e-12,0,1,5,738.52,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,-8.333333333333335e-13,80568000000000.0,6.599821268990169
2,7,2,86.6,20.64,2.2222222222222224e-12,6.666666666666666e-12,0,1,5,494.92,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-4.444444444444444e-12,38969999999999.99,5.715011547344111
0,0,2,235.6,48.07,1.3888888888888889e-12,6.666666666666666e-12,0,1,5,1322.21,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-5.2777777777777776e-12,169632000000000.0,5.612096774193549
0,8,1,295.5,48.45,1.6666666666666666e-12,2.2222222222222224e-12,0,1,4,1632.7206,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,-5.555555555555558e-13,177300000000000.0,5.525281218274112
0,8,3,56.3,43.65,1.3888888888888889e-12,4.444444444444445e-12,0,1,5,412.45,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,-3.055555555555556e-12,40536000000000.0,7.325932504440497
7,6,3,114.2,28.82,1.6666666666666666e-12,4.444444444444445e-12,0,1,5,657.46,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-2.777777777777778e-12,68520000000000.01,5.757092819614711
6,6,1,3.6,31.41,5.555555555555556e-13,2.2222222222222224e-12,0,1,4,203.23,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,-1.6666666666666668e-12,6480000000000.0,56.452777777777776
8,0,1,146.2,22.55,2.5e-12,2.2222222222222224e-12,1,2,2,898.65,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2.777777777777775e-13,58480000000000.0,6.14671682626539
5,0,1,85.6,10.69,8.333333333333333e-13,2.2222222222222224e-12,0,1,4,560.07,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-1.388888888888889e-12,102720000000000.0,6.542873831775702
0,7,0,247.9,5.23,2.5e-12,1.6666666666666666e-12,1,2,2,1305.19,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,8.333333333333333e-13,99160000000000.02,5.264985881403792
7,0,2,274.8,0.82,2.5e-12,6.666666666666666e-12,0,1,4,1376.46,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,-4.166666666666667e-12,109920000000000.02,5.008951965065502
6,4,2,35.7,10.8,8.333333333333333e-13,6.666666666666666e-12,0,1,3,210.9,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,-5.8333333333333326e-12,42840000000000.01,5.9075630252100835
6,3,0,259.3,27.01,2.2222222222222224e-12,1.9444444444444445e-12,1,2,1,1427.53,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,2.777777777777779e-13,116685000000000.0,5.505322020825298
7,3,1,65.3,45.09,1.1111111111111112e-12,2.2222222222222224e-12,0,1,5,561.77,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,-1.1111111111111112e-12,58769999999999.99,8.60290964777948
2,2,0,93.1,20.89,5.555555555555556e-13,8.333333333333333e-13,0,1,3,578.17,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,-2.777777777777777e-13,167579999999999.97,6.210204081632653
1,8,2,265.8,32.11,2.5e-12,6.666666666666666e-12,0,1,5,1425.33,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-4.166666666666667e-12,106320000000000.02,5.362415349887133
5,6,3,110.2,23.24,1.1111111111111112e-12,4.444444444444445e-12,0,1,4,620.72,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,-3.3333333333333335e-12,99180000000000.0,5.632667876588022
1,3,2,6.0,0.88,2.777777777777778e-13,6.666666666666666e-12,0,1,4,95.6674,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,-6.388888888888888e-12,21600000000000.0,15.944566666666667
3,6,3,16.5,21.49,5.555555555555556e-13,4.444444444444445e-12,0,1,4,146.97,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,-3.888888888888889e-12,29700000000000.0,8.907272727272726
8,3,2,102.0,18.67,1.1111111111111112e-12,6.666666666666666e-12,0,1,4,566.01,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-5.555555555555555e-12,91800000000000.0,5.549117647058823
7,6,0,265.4,15.96,3.6111111111111114e-12,1.9444444444444445e-12,1,0,3,1424.88,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.666666666666667e-12,73495384615384.61,5.368801808590807
6,7,3,27.5,15.43,5.555555555555556e-13,4.444444444444445e-12,0,1,5,183.79,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,-3.888888888888889e-12,49500000000000.0,6.683272727272727
